user_id,password,full_name,gender,attendance_status,phone_number,lattitude,longitude
e8e156c9,0QjzwaSh,Aygönenç Bilge,female,"[0, 0, 1, 1, 0, 0, 0]",+90 508-963-51-47,29.42221159651424,40.93566645853088
2b972d14,b7sOzNuW,Masume Gülen,female,"[1, 1, 0, 0, 0, 0, 0]",+90 504-383-41-09,29.186827724009216,41.069954711244606
25b34fc5,6IHrvxDB,Toköz Karadeniz,male,"[1, 0, 1, 0, 1, 0, 0]",+90 592-863-88-53,29.14200531499217,40.93359908581461
cf5d0602,MyQASxlD,Nezize Yorulmaz,female,"[1, 0, 0, 0, 1, 0, 0]",+90 540-529-79-82,29.052833116952865,41.05205461720914
e1c57e4f,IIO5SMBV,Biltaş Hançer,male,"[0, 1, 0, 1, 0, 0, 0]",+90 532-442-41-74,28.87982474402304,41.05965361474492
20541d36,QXDiiqCl,Yılma Arslan,male,"[0, 0, 0, 0, 1, 0, 0]",+90 585-960-79-87,28.84439243651068,41.00517078426123
c68eb486,TecPxQa8,Nebih Ülker,male,"[1, 0, 0, 0, 0, 0, 0]",+90 532-892-25-81,29.37104933262468,41.005852240291226
37976d0c,oReBVIpg,Çelikyürek Karadeniz,male,"[0, 1, 1, 0, 1, 0, 0]",+90 538-745-09-11,29.06829703875242,41.07448223937392
f8e34fb1,u7pBylTU,Sunay Sezer,female,"[0, 1, 0, 0, 0, 0, 0]",+90 541-478-27-03,28.90656454603408,41.05036029312559
e4de0d7a,Sg7u1XxK,Eroğul Zengin,male,"[1, 1, 1, 0, 1, 0, 0]",+90 581-176-31-76,29.16568801775176,40.99237085853333
0c67c101,5WiNUNZj,Sayin Demirel,male,"[0, 1, 0, 0, 0, 0, 0]",+90 554-489-17-90,29.24447818777545,41.00205050183433
da103ba3,N1GBbu3S,Okgüçlü Alemdar,male,"[1, 0, 1, 0, 1, 0, 0]",+90 512-982-08-32,28.75118530862942,41.07837764597425
bb51ef8b,RO4mGIcV,Nurmelek Yaman,female,"[1, 0, 1, 0, 1, 0, 0]",+90 588-529-08-15,29.01863545131216,41.01369673261885
dae3371b,psrVNlUR,Taşkan Aksu,male,"[1, 1, 0, 0, 1, 0, 0]",+90 547-938-95-59,28.654518826994785,41.04109628793025
8383a893,WuJdQOPg,Eroğul Yıldırım,male,"[1, 1, 0, 1, 0, 0, 0]",+90 595-252-34-41,29.16715388520199,40.93622357361072
735f4643,heU1Z5O2,Fildan Yüksel,female,"[1, 0, 0, 1, 1, 0, 0]",+90 594-472-47-04,28.891691930153744,40.99009758377064
11b3abff,CJPRt8kq,Gülay Şener,female,"[1, 1, 0, 0, 0, 0, 0]",+90 548-862-04-12,28.83563337189349,41.006529517689856
928856b8,AbgyJZ05,Doğannur Mansız,female,"[1, 0, 1, 1, 1, 0, 0]",+90 518-717-77-19,28.88922268201029,41.17853153776738
04c26484,s0JoV0D1,Efil Erdoğan,female,"[1, 1, 1, 0, 1, 0, 0]",+90 586-350-74-96,29.06629353285591,41.00936788277511
0b2c22eb,PKA4ivc2,Ensari Sakarya,male,"[0, 0, 1, 1, 0, 0, 0]",+90 520-372-61-60,29.352026467231987,41.13225044664156
be7249f8,MdWLHT3Z,Züheyla Aslan,female,"[0, 1, 0, 1, 1, 0, 0]",+90 516-334-06-65,29.06801721967443,40.99249098603604
2e9a9299,7bBDbiGi,Günar Kısakürek,female,"[0, 0, 0, 0, 0, 0, 0]",+90 588-326-02-55,28.672879079133835,41.02995992073482
6962d44c,OGmr1aah,Ildız Çorlu,female,"[1, 0, 0, 0, 0, 0, 0]",+90 582-275-18-88,29.14691553963378,41.06713930153474
80416032,uiqdmNiy,Nefiye Çorlu,female,"[0, 1, 0, 0, 1, 0, 0]",+90 520-807-87-28,29.19551470810423,41.07623605920393
546d8d83,HRKdIcMN,Öncel Erdoğan,male,"[0, 1, 0, 0, 1, 0, 0]",+90 527-349-96-58,28.65749547634484,41.06401453715163
f6f1874f,hTn21YtK,Temirhan Öcalan,male,"[0, 1, 1, 0, 1, 0, 0]",+90 501-808-71-66,28.97152994900669,41.0481324719666
53fee75c,mhKw95mB,Beste Hayrioğlu,female,"[0, 0, 1, 0, 1, 0, 0]",+90 552-427-11-72,28.72527812847995,41.01333534936415
758d5a66,UdLWBJkF,Sernur Hançer,female,"[0, 0, 0, 0, 1, 0, 0]",+90 540-789-66-49,29.26171262312215,40.969532238689865
b46e896f,nRREmH9M,Sevla Çetin,female,"[0, 0, 1, 0, 0, 0, 0]",+90 598-263-18-62,29.02414156798652,40.98501881741849
25c3efec,d0twvNUb,Şerafeddin Yılmaz,male,"[1, 0, 1, 0, 1, 0, 0]",+90 556-099-58-76,29.04230821293052,40.99173204045656
3f6e4cfd,6cVodAnd,Ünal Şama,female,"[0, 1, 1, 1, 1, 0, 0]",+90 594-886-17-91,29.00945325988781,41.06244096994202
a9ac8889,FVoA1ti0,Esmanperi Demir,female,"[1, 0, 0, 0, 0, 0, 0]",+90 577-629-37-04,29.004501637924367,41.056471125142025
85ea9317,tDaLp3qg,Esenbay Soylu,male,"[0, 0, 0, 0, 1, 0, 0]",+90 552-763-89-71,28.90732298092445,41.07078367844301
328eb69a,3wJQ04EZ,Rümeysa Yıldırım,female,"[1, 0, 1, 0, 1, 0, 0]",+90 547-252-40-25,29.19034156769793,41.02142654219587
9de1f0a1,JgbcIY48,Andiç Şener,male,"[0, 1, 1, 1, 0, 0, 0]",+90 515-519-49-12,29.162953352832083,41.09429976051967
56df7a67,eCmVLXqh,Sebigül Yaman,female,"[1, 1, 1, 0, 0, 0, 0]",+90 530-524-59-15,28.929125985223973,41.01684367078087
c0809466,Arf9bOwH,Şahinder Hançer,female,"[1, 1, 0, 0, 1, 0, 0]",+90 541-729-60-49,29.13124492476031,41.0040268328708
1429592e,GBBo4jZp,Görgünay Arsoy,male,"[1, 0, 1, 0, 1, 0, 0]",+90 502-217-42-52,29.319940732388275,41.14860053357612
09221e47,BZjjh2YM,Ismık Durmuş,male,"[0, 0, 1, 0, 1, 0, 0]",+90 540-389-25-09,28.925437717084872,41.10844574654534
fc1671ab,fRkyYzTr,Nurveren Fırat,female,"[1, 0, 0, 1, 0, 0, 0]",+90 564-033-75-19,28.732645313658185,41.06633728440952
9970ce68,4YAlTTg4,Karabaş Durmuş,male,"[1, 1, 1, 0, 1, 0, 0]",+90 513-409-06-59,29.09996632557192,40.989735759461055
cdf1cb72,fVUvr0vg,Tutkun Soylu,male,"[1, 0, 0, 1, 0, 0, 0]",+90 550-960-09-39,28.96986530789794,41.086779401422646
3c33e1bd,X7yuIi9E,Akise Durmuş,female,"[0, 0, 1, 0, 1, 0, 0]",+90 512-445-44-98,29.11732331064723,41.06845699214976
b480a69c,OPSgDxOD,Boynak Çetin,male,"[0, 1, 1, 0, 0, 0, 0]",+90 515-631-43-40,28.84442082525448,40.976891954782175
6fed1a81,6BXyxeQB,Âlemşah Arsoy,female,"[0, 0, 0, 0, 1, 0, 0]",+90 593-275-29-25,28.865552860486478,41.07194753423184
05f6c99b,6UfZvGr5,Seyhan Zorlu,female,"[1, 0, 0, 0, 1, 0, 0]",+90 598-180-78-26,29.17520369579793,40.97832009993536
9d47dbeb,jwdBh0R7,Erik Çorlu,male,"[0, 0, 0, 1, 1, 0, 0]",+90 531-882-85-75,29.10956679232724,41.04154416965804
c2420b71,n33ntEdz,Dursadiye Durmuş,female,"[1, 1, 0, 0, 1, 0, 0]",+90 524-204-99-02,29.077967944887973,41.07094412085232
bdde2350,47DuXCmO,Faize Bilir,female,"[0, 1, 0, 1, 0, 0, 0]",+90 549-180-03-37,29.08366957156418,40.95705399793756
ed99a33c,ygsC4wYA,Emin Çetin,male,"[1, 0, 0, 0, 0, 0, 0]",+90 508-516-90-95,29.16205998845136,41.05731577337146
ed9cf0ca,yVk8BOgD,Bağdat Akçay,female,"[0, 0, 1, 0, 0, 0, 0]",+90 506-633-09-15,29.39771468631505,41.01529545448815
9cf12c29,1J4kS5ie,İhsan Soylu,female,"[1, 0, 1, 0, 0, 0, 0]",+90 587-843-99-61,28.748139977628945,41.07932165268037
49a37e66,3MYVzQIo,Mükrüme Akça,female,"[1, 1, 0, 1, 1, 0, 0]",+90 557-841-09-69,28.876102775642885,41.160820778954346
b080ef37,UPEX5PLn,Süvari Bilir,male,"[1, 1, 0, 0, 0, 0, 0]",+90 578-103-27-69,29.11697260342291,41.039435741666935
b1e98479,v1FM54o7,Önel Sakarya,male,"[1, 1, 0, 0, 0, 0, 0]",+90 525-915-42-80,28.944349990481545,41.002758925230495
d0d8921c,UlVxFMvt,Faize Durdu,female,"[1, 0, 1, 1, 0, 0, 0]",+90 561-274-04-06,28.928148257353577,41.12486901991328
afeff381,ahfPlJFV,Hayret Durmuş,male,"[0, 0, 0, 0, 0, 0, 0]",+90 523-743-83-47,29.183346717666904,40.95232402819471
1efdb667,9e4Jbtvb,Haciali Fırat,male,"[0, 0, 1, 0, 0, 0, 0]",+90 500-660-18-59,28.84589778175891,41.07760824371347
ffc59f6e,7Kein2b5,Benek Fırat,female,"[0, 0, 1, 1, 0, 0, 0]",+90 521-666-18-33,28.869202090694404,41.03070353055563
fe462287,coWOhLVL,Onursu Bilir,male,"[1, 1, 1, 0, 0, 0, 0]",+90 501-660-84-91,29.2238896461278,40.983855060715015
38dca49c,gr6IPXNs,Atnan Tevetoğlu,male,"[1, 1, 1, 0, 0, 0, 0]",+90 537-644-44-49,29.17266278400868,40.98781556504625
fd5471c9,hsHQAULg,Cevale Bilge,female,"[0, 0, 0, 1, 1, 0, 0]",+90 581-107-98-99,28.69292158153847,40.997567932985504
98fb42ed,YZhvv0Kj,Mahsun Gülen,male,"[0, 1, 1, 1, 0, 0, 0]",+90 503-770-83-66,29.197119355980448,41.02513417338444
1e3c743f,h5iQS3Rv,Aran Aslan,male,"[0, 0, 0, 0, 1, 0, 0]",+90 574-050-27-88,28.698544452775952,41.03279154756032
1e08c39f,Edg18lsf,Meşhur Erdoğan,male,"[1, 1, 0, 0, 1, 0, 0]",+90 532-714-87-30,28.804850452196764,40.992232836397285
f6c963d4,pWvKrJPV,Mülâyim Tarhan,male,"[1, 0, 1, 0, 1, 0, 0]",+90 584-429-00-85,28.71918558556753,41.20388681773284
48d936c0,VRgECVa4,Yücel Ülker,female,"[1, 0, 0, 0, 0, 0, 0]",+90 563-340-59-57,28.71889759813265,41.0300380988212
c9bda520,WDkcOafY,Mahir Korutürk,male,"[0, 0, 1, 1, 1, 0, 0]",+90 506-206-09-43,29.125547408819905,40.93161628724264
726b79e7,4aZi7L8s,Temuçin Hayrioğlu,male,"[0, 0, 0, 0, 1, 0, 0]",+90 588-167-58-68,28.785964469731823,41.02468221314505
b747fb0e,W5RtiCjW,Bilender Fırat,male,"[1, 1, 0, 1, 1, 0, 0]",+90 551-418-90-66,29.12769260323037,41.03415426856888
728b1d4e,KhfNolNz,Dilsitan Akçay,female,"[1, 1, 0, 0, 1, 0, 0]",+90 578-511-02-12,29.127355769351457,40.99850726990014
b7446d91,vgMtQUAh,Fatmanur Eraslan,female,"[0, 1, 1, 0, 0, 0, 0]",+90 504-732-04-26,29.317656915808293,41.067027494533065
bfa70825,lhP6Lgjc,Ömriye Sezer,female,"[1, 1, 1, 1, 0, 0, 0]",+90 515-583-52-41,29.030916660866428,41.06186270032087
26a83e71,M1wO9UZ9,Müşüre Aslan,female,"[1, 1, 0, 0, 0, 0, 0]",+90 511-907-20-00,28.68598857928492,41.05891103038311
683df2df,ok1xjLvL,Mansurali Zengin,male,"[1, 0, 1, 1, 1, 0, 0]",+90 545-683-83-31,29.325735632847383,41.00227820970271
04fb821d,j8icDVGW,Tınal Dumanlı,male,"[0, 0, 0, 1, 0, 0, 0]",+90 511-584-90-55,29.121848017424107,40.99877007475247
c76c27b4,IUd8khR1,Minibe İhsanoğlu,female,"[1, 1, 1, 0, 0, 0, 0]",+90 545-615-51-59,29.06277640508189,41.00070545287891
8e5d4eef,PWhZXWBS,Ozansü Dumanlı,male,"[0, 0, 1, 1, 0, 0, 0]",+90 553-550-17-47,28.84177560021886,41.014424182099006
a10bc8ea,EPfATGzK,Tanpınar Çetin,male,"[1, 1, 1, 0, 0, 0, 0]",+90 578-277-67-36,28.725595793733188,41.09749975073714
7ad18942,WPZJ7YEW,Nazimet Şama,female,"[0, 1, 0, 0, 0, 0, 0]",+90 586-306-97-31,28.62726415419687,40.99569652379922
319143f1,slq7gY1p,Gül Çorlu,female,"[0, 1, 1, 0, 0, 0, 0]",+90 567-361-96-20,29.12098662581588,41.0443337708718
30867970,aOo6uEDP,Sadittin Aksu,male,"[1, 0, 0, 0, 0, 0, 0]",+90 583-552-09-73,28.867000159767336,41.126975522657744
dcc0f91e,2Qgbvxii,Lâle Çorlu,female,"[0, 1, 0, 0, 1, 0, 0]",+90 581-884-38-37,29.1212802710235,40.930616319943134
d95a0a8e,EdQbm597,Safura Şener,female,"[1, 0, 1, 1, 1, 0, 0]",+90 544-076-59-87,29.10907216142402,41.045454472940456
9e1198d5,cXsNQCJT,Ümmühan Erdoğan,female,"[1, 0, 1, 1, 0, 0, 0]",+90 572-214-44-44,28.703159514213315,41.09322704798527
11def7e7,M1xVJzYJ,Sahir Bilgin,male,"[1, 0, 0, 1, 1, 0, 0]",+90 586-356-37-32,28.674059563534108,41.02376947717609
54dae47c,8eorQXWD,Kıvılcım Gülen,male,"[1, 0, 1, 1, 1, 0, 0]",+90 503-643-44-63,29.123564857315426,41.01446813028138
ed1e75ff,qLiL5tdD,Samurtay Tarhan,male,"[0, 0, 1, 0, 1, 0, 0]",+90 529-355-73-66,29.11012491081412,41.00985215060513
0e689a78,16mP5H7s,Toker Akdeniz,male,"[0, 0, 0, 0, 1, 0, 0]",+90 544-226-45-64,28.72375598875311,40.976231248710384
9362dbfa,jwnFag0M,Serfinaz İnönü,female,"[1, 0, 0, 0, 1, 0, 0]",+90 599-200-65-75,29.15498095805666,41.01920228619312
dd178a34,J2ghnT8L,Sevican Tarhan,female,"[1, 0, 1, 1, 0, 0, 0]",+90 575-105-87-36,28.68605415099056,41.01227122605362
cc32c978,Nlvr8HDe,Feyruz Erdoğan,male,"[1, 1, 0, 1, 0, 0, 0]",+90 591-660-83-33,28.762187474891785,41.04151849652461
055e1939,UzRa9QcS,Över Aslan,male,"[0, 0, 1, 1, 1, 0, 0]",+90 541-938-57-59,29.09022148712757,40.98434749323655
0984230a,zbuw2Z0l,Nurtaç Fırat,female,"[0, 0, 1, 1, 1, 0, 0]",+90 579-572-74-79,29.285854117083783,41.00598925784551
d790a4ff,AHj8yVHf,Ürper Eraslan,female,"[0, 0, 1, 1, 1, 0, 0]",+90 546-249-17-67,28.852855170320915,40.9744953463827
30d943e9,sdC4IZio,Ünal Şensoy,female,"[1, 1, 0, 0, 1, 0, 0]",+90 578-272-24-27,29.04485952106989,40.989751093026335
b32a34fa,9EHA6hst,Övün Bilir,female,"[1, 1, 1, 0, 0, 0, 0]",+90 587-972-17-35,29.26394751009171,40.97464640627182
047a2ef3,0mR2czWL,Tecimer Bilge,male,"[1, 0, 1, 0, 0, 0, 0]",+90 553-608-11-15,28.82733716956792,41.04666437020268
9b9625b4,gnTW5nOC,Elhan Şafak,male,"[0, 0, 0, 1, 1, 0, 0]",+90 500-535-96-90,28.96972096470172,41.042759138001806
8006a7bb,moDbiSWg,Gülağa Zorlu,male,"[1, 1, 0, 1, 1, 0, 0]",+90 582-363-61-57,28.98795607520429,41.06443482395247
62ca1724,h2Mvz3BD,İzel Yılmaz,female,"[0, 1, 0, 0, 1, 0, 0]",+90 540-663-35-08,28.971275551183417,41.0808357613189
1700a713,H4k4VSgN,Emrullah Korutürk,male,"[1, 1, 0, 1, 0, 0, 0]",+90 509-880-93-21,29.17583223676409,41.113691039752574
e59a6642,7oiM2TqH,Gülşahin Bilgin,male,"[0, 0, 1, 1, 0, 0, 0]",+90 514-898-83-64,28.95207613003752,41.11857594727234
2ea2e366,DWPYOR3y,Denkel Güçlü,male,"[0, 0, 0, 0, 1, 0, 0]",+90 596-718-59-53,28.824451968365683,41.11031618153668
cb8cfceb,kpPbdDUS,Arziye Aslan,female,"[1, 0, 0, 0, 0, 0, 0]",+90 545-218-57-50,28.83438959161264,41.03022077926057
3a6fbcd4,KrEkdLkn,Şeyda Güçlü,female,"[0, 0, 1, 0, 0, 0, 0]",+90 521-159-60-18,29.082033312100894,41.03811568509697
4254b193,qP11OTF6,Yilmaz Alemdar,male,"[0, 1, 1, 0, 0, 0, 0]",+90 522-405-00-01,28.84245030635918,41.03743382514647
5ec433bd,RsP2wd2S,Tanpınar Ergül,male,"[1, 0, 1, 0, 0, 0, 0]",+90 534-051-87-78,28.53400401025761,41.10462536528805
3c7a7340,A0VL2A1f,Sencar Türk,male,"[1, 1, 0, 1, 0, 0, 0]",+90 513-697-28-03,29.38157391905825,41.04344273522715
f7c37a2d,hLYLtRh4,Laze Ertaş,female,"[1, 1, 1, 0, 0, 0, 0]",+90 597-716-85-02,28.915606942337508,41.003212608157966
ce1d13cc,iZXRvMse,Ümray Korutürk,female,"[0, 0, 1, 0, 0, 0, 0]",+90 573-456-81-10,28.620080422721216,41.08727633877265
1a1bedd4,fXBj1Qbi,Bayman Gülen,male,"[1, 0, 0, 0, 1, 0, 0]",+90 572-490-64-76,28.53226160159704,41.01737834696937
62a5823c,7MFsF5au,Nazimet Arslan,female,"[0, 0, 1, 0, 0, 0, 0]",+90 582-274-20-72,29.38796503315314,41.08123201008932
4305843a,Lj1oCw1a,Dolun Türk,male,"[0, 1, 0, 0, 1, 0, 0]",+90 587-704-44-69,28.86997121826648,40.99723140541799
b0c549ac,WtMwW3jm,Yurdaser Zorlu,female,"[1, 1, 0, 0, 1, 0, 0]",+90 577-192-93-44,29.24897226468592,41.09667695490005
2add55f2,iUv5l371,Yazgül Şener,female,"[0, 0, 1, 0, 0, 0, 0]",+90 595-008-89-97,28.87953836793736,40.99628424211014
e2d4fb24,oRA0B39H,Elvan Aksu,female,"[1, 1, 1, 0, 0, 0, 0]",+90 535-352-56-37,28.671964268741785,41.02403023850662
40112ca4,x0ZUi8KT,Uçan Alemdar,male,"[1, 1, 1, 1, 1, 0, 0]",+90 536-469-28-96,29.10142758968998,40.98225867583624
82125aba,NvbqNNVo,Jaruthip Yılmaz,female,"[0, 0, 1, 0, 0, 0, 0]",+90 542-789-95-94,28.977070569503347,41.11865565096876
43630931,tNJvfC9f,Elgin Ertaş,female,"[0, 0, 0, 1, 1, 0, 0]",+90 512-694-98-96,29.148641644718232,41.07462437956866
38cc65f0,4cNu1jcT,Hatem Kısakürek,male,"[1, 1, 0, 1, 1, 0, 0]",+90 505-239-45-66,29.427516734914292,40.98665739863069
b335e59d,i51lRR4e,Meyhanim Erdoğan,female,"[1, 0, 0, 0, 1, 0, 0]",+90 526-627-15-47,28.881712631859767,41.04050232238605
1cbb101b,o9sp5ypL,Balca Hayrioğlu,female,"[0, 0, 0, 1, 1, 0, 0]",+90 546-292-36-56,29.104092756273413,41.08468809058753
2be12c3e,ojA9zzJ1,Satıa Arslan,female,"[0, 1, 0, 0, 1, 0, 0]",+90 585-228-65-47,28.822010448324573,41.06239010948953
df871355,qlMsbOWm,Armahan İnönü,female,"[0, 1, 1, 0, 1, 0, 0]",+90 598-400-46-94,29.00596601209836,41.07180652781489
4fffe431,KWiqu9W6,Alaz Gül,female,"[1, 0, 1, 0, 0, 0, 0]",+90 508-594-89-67,29.15136652047368,41.07462974457015
6467bcd8,Cstvwol5,Çevregül Şener,female,"[1, 0, 0, 0, 0, 0, 0]",+90 583-589-72-26,28.975629320356727,41.03101514261562
4173229b,MWprnhpP,Salimet Durmuş,female,"[1, 1, 1, 0, 1, 0, 0]",+90 532-941-42-29,28.81748917049293,41.061007550317136
13e15695,1kfczfag,Şirivan Gülen,female,"[0, 0, 0, 1, 0, 0, 0]",+90 508-101-64-04,29.150388702066845,41.01787129502851
8f010041,KoQa6dRL,Kâmil Yılmaz,male,"[0, 1, 1, 1, 0, 0, 0]",+90 599-207-94-58,29.069336568739622,41.0961302809522
5c5ccf61,G3UlJaQ0,Torhan Kısakürek,male,"[1, 0, 0, 1, 0, 0, 0]",+90 567-545-37-14,28.814379988108342,41.04029050664997
d002f0ae,lYFLH49H,Işıkay Sezgin,male,"[1, 1, 1, 1, 0, 0, 0]",+90 542-856-92-57,28.82483808821416,41.03837260569034
bd8baaef,tqSA21mi,Ezgin Tarhan,female,"[0, 1, 0, 1, 1, 0, 0]",+90 560-575-08-55,28.81405665430726,40.98161081192735
6299d442,jytgsIlo,Işın Durmuş,female,"[1, 0, 0, 1, 0, 0, 0]",+90 591-772-02-74,29.128676097841325,41.11923458458457
48d2b232,wyjIji91,Çamok Bilge,male,"[0, 0, 1, 1, 1, 0, 0]",+90 591-631-41-27,28.97166345860164,41.01713084512361
d75ab8d5,bURakoBf,Hürmet Şama,female,"[1, 0, 0, 1, 1, 0, 0]",+90 561-301-55-88,28.96078109517403,41.13621661923427
630cf976,iZ9hB4Jv,Aktemür Öcalan,male,"[1, 0, 0, 0, 1, 0, 0]",+90 521-742-39-05,29.39121750633703,41.01454355807154
96859e40,w64zmHP1,Bezek Duran,female,"[0, 0, 1, 1, 1, 0, 0]",+90 597-099-60-03,28.885748996998284,41.05857809724562
6e1f0ae3,QIcV4YzB,Fermuta Çorlu,female,"[0, 1, 0, 0, 1, 0, 0]",+90 594-162-96-83,29.23006097694584,40.99436264470045
2263acb2,g5Qj1l0X,Eryıldız Türk,male,"[1, 1, 0, 0, 1, 0, 0]",+90 508-881-36-21,28.90995946255756,41.18114967834407
33599776,SIrfuF5X,Eriş Yorulmaz,female,"[1, 1, 0, 0, 1, 0, 0]",+90 596-445-08-68,28.731805497951378,41.04291977855509
d42ee7e4,0V8fM5Ww,Dorukhan Seven,male,"[1, 1, 0, 1, 0, 0, 0]",+90 530-777-82-67,29.269753071591342,40.89309282033864
4c073743,ZRuYFbF7,Güverçin Tevetoğlu,female,"[0, 0, 0, 0, 0, 0, 0]",+90 503-617-96-90,28.79198205892313,41.028728957093776
8de7ce88,YH3FF1bG,Abdulsemet Gülen,male,"[1, 0, 1, 1, 0, 0, 0]",+90 562-285-11-60,29.173758449154484,40.89340165641
50c9aa84,UDQo2J0O,Gök Arsoy,female,"[1, 1, 0, 1, 1, 0, 0]",+90 544-350-49-92,29.15185757563984,41.14250734990847
ddbebd0b,AlhChjKR,Yaşar Sakarya,female,"[0, 0, 1, 1, 1, 0, 0]",+90 508-604-00-25,29.15746813475177,41.01423297444988
3422022b,lFpUw4hh,Baykan Şafak,male,"[1, 0, 0, 0, 0, 0, 0]",+90 554-708-08-68,29.01903222897877,40.99608046273501
35f6e8e2,ngfWkMJA,Enes Duran,male,"[1, 1, 1, 0, 0, 0, 0]",+90 577-941-84-08,29.30002827353388,41.071009789366094
d89ee812,YQ7U4xSe,Sıla Aslan,male,"[1, 0, 0, 1, 0, 0, 0]",+90 553-695-97-80,28.64099923538573,41.10099397755487
e3ef2e3d,1poi1Dtb,Ağbegim Akça,female,"[1, 0, 0, 0, 0, 0, 0]",+90 577-122-60-57,29.06165492841674,41.03978425676218
63d71acd,TvNpOiw7,Gelengül İhsanoğlu,female,"[0, 0, 1, 1, 1, 0, 0]",+90 562-194-69-75,28.757110393290716,41.12171152328892
73de2854,GXbIcaKc,Torhan Şensoy,male,"[1, 1, 1, 1, 0, 0, 0]",+90 582-606-86-65,29.4561685737319,41.01689079945077
947dbde3,dRIzpMHf,Barak Zorlu,male,"[1, 1, 1, 0, 1, 0, 0]",+90 580-156-98-25,29.156293818672196,41.00410274710528
77bed89e,ONojkrjE,Torhan Kısakürek,male,"[1, 0, 1, 0, 0, 0, 0]",+90 535-139-99-63,28.88453200378964,41.08852896707264
35ac1e7e,syBFnuMp,Tümkurt Ergül,male,"[0, 1, 1, 1, 1, 0, 0]",+90 542-557-70-06,28.974464526562496,41.01835184209187
36b496bc,dH1AuaCT,Limon Çorlu,female,"[0, 0, 1, 0, 0, 0, 0]",+90 516-986-98-76,28.879415237304904,40.98437982581599
a0a2a25e,7Lhl3wiu,Hindal Öcalan,male,"[0, 0, 1, 1, 0, 0, 0]",+90 525-704-15-67,28.90947841631623,41.02242157840196
0da1d9f7,gJLRR3JK,Ballı Akgündüz,female,"[0, 0, 0, 1, 0, 0, 0]",+90 577-285-16-60,28.63299552608007,40.97200056249563
4b78fbce,aCIYvftj,Fami Akça,male,"[1, 0, 0, 0, 1, 0, 0]",+90 557-635-07-27,28.752974318570523,41.00299409825104
aeef4e46,mUdWNo71,Kahir Çamurcuoğlu,male,"[1, 0, 1, 0, 0, 0, 0]",+90 510-619-87-71,29.31632268724523,40.89180698576544
79167119,D8UmFEz1,Gülgen Eraslan,female,"[1, 1, 0, 0, 0, 0, 0]",+90 576-390-82-16,29.061324597218245,41.0012112707731
1e7d3755,q0R57EFR,Yazganalp Alemdar,male,"[1, 0, 1, 0, 1, 0, 0]",+90 596-224-59-28,29.26529300577114,40.86473129153333
c4b92005,YYuf6ZyN,Hıfzullah Kısakürek,male,"[0, 1, 0, 0, 1, 0, 0]",+90 514-854-35-75,28.94245492894313,41.12754534750283
ad3ba358,XHZzzaSg,Kocabaş Sezgin,male,"[0, 0, 0, 0, 0, 0, 0]",+90 506-111-96-06,28.782874189703904,40.99764575420588
0e8e5e63,Jmqhs9Y7,Berran Akdeniz,male,"[0, 1, 1, 0, 1, 0, 0]",+90 516-640-65-99,28.916043363839336,41.07819551153229
53a1745c,7iwJER8G,Permun Öcalan,female,"[0, 1, 0, 0, 1, 0, 0]",+90 501-743-01-28,28.88406758757905,41.07751657699441
e2978aa9,zPRWUN4e,Ruhide Eraslan,female,"[0, 0, 1, 0, 1, 0, 0]",+90 506-583-23-35,29.173936724262813,40.94230820802908
1d47d44a,qWbDkr4A,Söyler Tevetoğlu,female,"[1, 0, 1, 0, 0, 0, 0]",+90 528-498-05-23,29.19721984685989,41.0695748179929
6d73bd79,DPpeoBUQ,Selmin Türk,female,"[1, 0, 0, 0, 1, 0, 0]",+90 574-999-66-07,29.03195948066345,41.03111581821572
a7bc795a,mLUFwxvk,Nayil Şener,male,"[1, 1, 0, 1, 1, 0, 0]",+90 536-934-22-48,29.1534371984938,41.09562040938014
7785a1ae,BrXvdg9e,Tansev Durdu,male,"[1, 1, 0, 0, 1, 0, 0]",+90 543-465-97-57,29.18060212283302,41.06364876324847
cf07198d,kqpXVamj,Ongay Ülker,male,"[1, 1, 1, 1, 0, 0, 0]",+90 530-494-35-85,29.037343471096303,40.9915547454692
c65f16ed,g1qagqWg,Ertan Yıldırım,male,"[1, 1, 0, 0, 0, 0, 0]",+90 517-368-48-37,28.84307991741197,41.07142980033096
75288879,OYivPeC2,Acar Bilir,male,"[0, 0, 0, 1, 1, 0, 0]",+90 501-370-07-10,28.84687733378123,40.98676932232037
81cc159a,Sm9Zy0Ge,Şüküfe Durdu,female,"[0, 0, 0, 0, 0, 0, 0]",+90 519-955-89-51,28.86717738366684,41.00013166419678
a88e5196,GfYuvzIE,Dilşat Durdu,female,"[0, 1, 1, 1, 0, 0, 0]",+90 568-038-88-92,28.59547578848983,41.09427090099239
5b26f86a,hxMJt3cT,İlsu Gül,male,"[1, 0, 0, 1, 0, 0, 0]",+90 503-536-82-61,28.81536513766059,41.02106006002942
fac48da0,i37h6Q7X,Şerafeddin Aslan,male,"[0, 1, 1, 0, 1, 0, 0]",+90 508-856-70-35,29.325819271289568,40.99035655705103
d70689f8,DRujeSLh,Yurtgüven Manço,male,"[0, 1, 1, 1, 0, 0, 0]",+90 534-585-58-43,29.34257051085182,40.94455172480134
7ce4529c,YCuofN5x,Nevsale İnönü,female,"[0, 0, 0, 0, 0, 0, 0]",+90 572-699-18-47,28.56314206042852,41.01934632417749
